BER,n,k,t,Bit Errors
1.8329807108324375e-05,127,50,6,56
2.9763514416313192e-05,7,4,1,72
2.9763514416313192e-05,15,11,1,66
2.9763514416313192e-05,15,7,2,77
2.9763514416313192e-05,15,5,3,56
2.9763514416313192e-05,31,26,1,56
2.9763514416313192e-05,31,11,4,65
2.9763514416313192e-05,63,57,1,93
2.9763514416313192e-05,63,39,5,73
2.9763514416313192e-05,127,120,1,131
2.9763514416313192e-05,127,50,6,50
4.8329302385717524e-05,7,4,1,70
4.8329302385717524e-05,15,11,1,66
4.8329302385717524e-05,15,7,2,80
4.8329302385717524e-05,15,5,3,58
4.8329302385717524e-05,31,26,1,51
4.8329302385717524e-05,31,11,4,64
4.8329302385717524e-05,63,57,1,85
4.8329302385717524e-05,63,39,5,66
4.8329302385717524e-05,127,120,1,131
4.8329302385717524e-05,127,50,6,56
7.847599703514606e-05,7,4,1,71
7.847599703514606e-05,15,11,1,64
7.847599703514606e-05,15,7,2,77
7.847599703514606e-05,15,5,3,58
7.847599703514606e-05,31,26,1,53
7.847599703514606e-05,31,11,4,65
7.847599703514606e-05,63,57,1,90
7.847599703514606e-05,63,39,5,68
7.847599703514606e-05,127,120,1,139
7.847599703514606e-05,127,50,6,56
0.00012742749857031334,7,4,1,74
0.00012742749857031334,15,11,1,69
0.00012742749857031334,15,7,2,76
0.00012742749857031334,15,5,3,57
0.00012742749857031334,31,26,1,51
0.00012742749857031334,31,11,4,71
0.00012742749857031334,63,57,1,87
0.00012742749857031334,63,39,5,68
0.00012742749857031334,127,120,1,126
0.00012742749857031334,127,50,6,61
0.00020691380811147902,7,4,1,72
0.00020691380811147902,15,11,1,66
0.00020691380811147902,15,7,2,77
0.00020691380811147902,15,5,3,56
0.00020691380811147902,31,26,1,55
0.00020691380811147902,31,11,4,64
0.00020691380811147902,63,57,1,105
0.00020691380811147902,63,39,5,61
0.00020691380811147902,127,120,1,131
0.00020691380811147902,127,50,6,56
0.0003359818286283781,7,4,1,78
0.0003359818286283781,15,11,1,66
0.0003359818286283781,15,7,2,76
0.0003359818286283781,15,5,3,60
0.0003359818286283781,31,26,1,53
0.0003359818286283781,31,11,4,64
0.0003359818286283781,63,57,1,94
0.0003359818286283781,63,39,5,64
0.0003359818286283781,127,120,1,131
0.0003359818286283781,127,50,6,56
0.0005455594781168515,7,4,1,70
0.0005455594781168515,15,11,1,73
0.0005455594781168515,15,7,2,76
0.0005455594781168515,15,5,3,56
0.0005455594781168515,31,26,1,59
0.0005455594781168515,31,11,4,64
0.0005455594781168515,63,57,1,87
0.0005455594781168515,63,39,5,65
0.0005455594781168515,127,120,1,134
0.0005455594781168515,127,50,6,56
0.0008858667904100823,7,4,1,70
0.0008858667904100823,15,11,1,65
0.0008858667904100823,15,7,2,76
0.0008858667904100823,15,5,3,56
0.0008858667904100823,31,26,1,57
0.0008858667904100823,31,11,4,66
0.0008858667904100823,63,57,1,86
0.0008858667904100823,63,39,5,69
0.0008858667904100823,127,120,1,137
0.0008858667904100823,127,50,6,56
0.0014384498882876629,7,4,1,70
0.0014384498882876629,15,11,1,67
0.0014384498882876629,15,7,2,74
0.0014384498882876629,15,5,3,56
0.0014384498882876629,31,26,1,54
0.0014384498882876629,31,11,4,64
0.0014384498882876629,63,57,1,99
0.0014384498882876629,63,39,5,64
0.0014384498882876629,127,120,1,137
0.0014384498882876629,127,50,6,56
0.002335721469090121,7,4,1,73
0.002335721469090121,15,11,1,73
0.002335721469090121,15,7,2,77
0.002335721469090121,15,5,3,56
0.002335721469090121,31,26,1,52
0.002335721469090121,31,11,4,64
0.002335721469090121,63,57,1,87
0.002335721469090121,63,39,5,64
0.002335721469090121,127,120,1,125
0.002335721469090121,127,50,6,56
0.003792690190732246,7,4,1,68
0.003792690190732246,15,11,1,66
0.003792690190732246,15,7,2,78
0.003792690190732246,15,5,3,56
0.003792690190732246,31,26,1,58
0.003792690190732246,31,11,4,70
0.003792690190732246,63,57,1,88
0.003792690190732246,63,39,5,74
0.003792690190732246,127,120,1,130
0.003792690190732246,127,50,6,56
0.00615848211066026,7,4,1,73
0.00615848211066026,15,11,1,66
0.00615848211066026,15,7,2,79
0.00615848211066026,15,5,3,61
0.00615848211066026,31,26,1,50
0.00615848211066026,31,11,4,64
0.00615848211066026,63,57,1,84
0.00615848211066026,63,39,5,66
0.00615848211066026,127,120,1,132
0.00615848211066026,127,50,6,56
0.01,7,4,1,71
0.01,15,11,1,67
0.01,15,7,2,76
0.01,15,5,3,59
0.01,31,26,1,53
0.01,31,11,4,64
0.01,63,57,1,88
0.01,63,39,5,65
0.01,127,120,1,136
0.01,127,50,6,56
