BER,n,k,t,Bit Errors
0.003792690190732246,15,7,2,82
0.003792690190732246,15,5,3,79
0.003792690190732246,31,26,1,49
0.003792690190732246,31,11,4,91
0.003792690190732246,63,57,1,33
0.003792690190732246,63,39,5,21
0.003792690190732246,127,120,1,24
0.003792690190732246,127,50,6,92
0.00615848211066026,7,4,1,82
0.00615848211066026,15,11,1,92
0.00615848211066026,15,7,2,82
0.00615848211066026,15,5,3,77
0.00615848211066026,31,26,1,50
0.00615848211066026,31,11,4,93
0.00615848211066026,63,57,1,62
0.00615848211066026,63,39,5,23
0.00615848211066026,127,120,1,26
0.00615848211066026,127,50,6,92
0.01,7,4,1,84
0.01,15,11,1,90
0.01,15,7,2,81
0.01,15,5,3,76
0.01,31,26,1,61
0.01,31,11,4,90
0.01,63,57,1,32
0.01,63,39,5,22
0.01,127,120,1,27
0.01,127,50,6,92
