BER,n,k,t,Bit Errors
0.0005455594781168515,7,4,1,143
0.0005455594781168515,15,11,1,157
0.0005455594781168515,15,7,2,149
0.0005455594781168515,15,5,3,114
0.0005455594781168515,31,26,1,164
0.0005455594781168515,31,11,4,157
0.0005455594781168515,63,57,1,105
0.0005455594781168515,63,39,5,162
0.0005455594781168515,127,120,1,158
0.0005455594781168515,127,50,6,66
0.0008858667904100823,7,4,1,145
0.0008858667904100823,15,11,1,160
0.0008858667904100823,15,7,2,149
0.0008858667904100823,15,5,3,118
0.0008858667904100823,31,26,1,157
0.0008858667904100823,31,11,4,150
0.0008858667904100823,63,57,1,98
0.0008858667904100823,63,39,5,166
0.0008858667904100823,127,120,1,168
0.0008858667904100823,127,50,6,66
0.0014384498882876629,7,4,1,147
0.0014384498882876629,15,11,1,155
0.0014384498882876629,15,7,2,144
0.0014384498882876629,15,5,3,114
0.0014384498882876629,31,26,1,158
0.0014384498882876629,31,11,4,150
0.0014384498882876629,63,57,1,114
0.0014384498882876629,63,39,5,159
0.0014384498882876629,127,120,1,151
0.0014384498882876629,127,50,6,66
0.002335721469090121,7,4,1,146
0.002335721469090121,15,11,1,158
0.002335721469090121,15,7,2,156
0.002335721469090121,15,5,3,113
0.002335721469090121,31,26,1,165
0.002335721469090121,31,11,4,151
0.002335721469090121,63,57,1,97
0.002335721469090121,63,39,5,161
0.002335721469090121,127,120,1,166
0.002335721469090121,127,50,6,66
0.003792690190732246,7,4,1,137
0.003792690190732246,15,11,1,158
0.003792690190732246,15,7,2,145
0.003792690190732246,15,5,3,114
0.003792690190732246,31,26,1,151
0.003792690190732246,31,11,4,152
0.003792690190732246,63,57,1,108
0.003792690190732246,63,39,5,158
0.003792690190732246,127,120,1,161
0.003792690190732246,127,50,6,76
0.00615848211066026,7,4,1,143
0.00615848211066026,15,11,1,156
0.00615848211066026,15,7,2,159
0.00615848211066026,15,5,3,115
0.00615848211066026,31,26,1,158
0.00615848211066026,31,11,4,157
0.00615848211066026,63,57,1,108
0.00615848211066026,63,39,5,163
0.00615848211066026,127,120,1,167
0.00615848211066026,127,50,6,66
0.01,7,4,1,145
0.01,15,11,1,162
0.01,15,7,2,146
0.01,15,5,3,117
0.01,31,26,1,149
0.01,31,11,4,145
0.01,63,57,1,102
0.01,63,39,5,159
0.01,127,120,1,151
0.01,127,50,6,66
